precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.3,0.6,0.4,1.0,3.29,3.5,3.09
0.0,0.0,0.0,0.0,3.17,3.5,3.15
1.0,0.83,0.91,1.0,0.24,3.44,3.09
0.2,0.4,0.27,0.27,2.27,3.42,3.02
0.7,0.78,0.74,0.91,0.18,3.36,2.95
0.1,1.0,0.18,1.0,0.91,3.31,2.88
0.2,1.0,0.33,1.0,1.86,3.29,2.87
0.0,0.0,0.0,0.0,3.21,3.29,2.88
0.3,1.0,0.46,0.81,1.07,3.25,2.87
0.4,0.57,0.47,0.75,0.69,3.21,2.86
0.1,1.0,0.18,0.5,2.74,3.2,2.84
0.0,0.0,0.0,0.0,2.76,3.19,2.82
0.0,0.0,0.0,0.0,2.58,3.18,2.79
0.4,0.5,0.44,0.55,2.95,3.18,2.82
0.3,0.5,0.37,1.0,0.89,3.15,2.79
0.0,0.0,0.0,0.0,2.78,3.14,2.78
0.7,0.7,0.7,0.96,1.09,3.11,2.77
0.1,1.0,0.18,1.0,2.22,3.1,2.76
0.1,1.0,0.18,1.0,1.07,3.07,2.75
0.4,0.44,0.42,0.77,0.92,3.04,2.74
0.2,0.5,0.29,0.27,2.87,3.04,2.75
0.1,1.0,0.18,1.0,4.14,3.05,2.76
0.1,1.0,0.18,1.0,1.67,3.03,2.75
0.0,0.0,0.0,0.0,1.62,3.01,2.74
0.1,1.0,0.18,1.0,0.6,2.98,2.73
0.2,0.67,0.31,1.0,2.34,2.97,2.72
0.1,1.0,0.18,1.0,0.46,2.94,2.69
0.2,0.67,0.31,0.42,2.7,2.94,2.7
0.0,0.0,0.0,0.0,5.25,2.97,2.71
0.3,1.0,0.46,1.0,1.6,2.95,2.7
0.2,0.29,0.24,0.62,2.85,2.95,2.71
0.0,0.0,0.0,0.0,2.65,2.95,2.7
0.3,0.75,0.43,0.92,1.99,2.93,2.68
0.0,0.0,0.0,0.0,1.12,2.91,2.66
0.1,1.0,0.18,1.0,2.53,2.91,2.66
0.1,0.33,0.15,1.0,1.96,2.9,2.66
0.0,0.0,0.0,0.0,2.1,2.89,2.66
0.2,0.33,0.25,0.23,1.37,2.87,2.65
0.1,1.0,0.18,1.0,0.05,2.84,2.62
0.0,0.0,0.0,0.0,0.3,2.81,2.58
0.2,0.4,0.27,0.36,0.66,2.79,2.57
0.7,1.0,0.82,0.98,3.79,2.8,2.58
0.8,0.89,0.84,1.0,1.12,2.78,2.57
0.1,1.0,0.18,1.0,5.91,2.81,2.58
0.1,1.0,0.18,0.12,1.28,2.8,2.57
0.0,0.0,0.0,0.0,1.9,2.79,2.57
0.0,0.0,0.0,0.0,1.53,2.78,2.55
0.5,1.0,0.67,0.59,1.24,2.76,2.53
0.8,0.47,0.59,0.97,4.73,2.78,2.55
