precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.0,0.0,0.0,0.0,4.61,8.48,6.68
0.04,0.5,0.07,0.42,5.72,8.44,6.63
0.02,0.17,0.04,0.02,3.79,8.39,6.58
0.02,1.0,0.04,1.0,0.56,8.3,6.51
0.02,1.0,0.04,0.02,2.58,8.24,6.44
0.02,0.2,0.04,0.05,3.81,8.19,6.44
0.14,1.0,0.25,1.0,5.06,8.16,6.44
0.18,1.0,0.31,0.69,1.93,8.09,6.42
0.02,1.0,0.04,0.03,19.81,8.22,6.44
0.0,0.0,0.0,0.0,6.14,8.2,6.42
0.0,0.0,0.0,0.0,3.61,8.15,6.4
0.0,0.0,0.0,0.0,2.34,8.09,6.28
0.1,1.0,0.18,0.36,2.72,8.03,6.16
0.12,0.35,0.18,0.31,9.65,8.05,6.28
