precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.01,1.0,0.02,1.0,5.62,10.59,9.5
0.01,1.0,0.02,1.0,13.53,10.65,9.51
0.04,0.8,0.08,0.04,11.88,10.68,9.52
0.04,1.0,0.08,0.13,4.0,10.54,9.51
0.08,1.0,0.15,0.34,7.95,10.49,9.5
0.03,1.0,0.06,0.42,18.99,10.66,9.51
0.02,0.67,0.04,0.03,12.65,10.7,9.52
0.03,0.6,0.06,0.57,6.11,10.61,9.51
0.01,0.33,0.02,0.2,11.44,10.63,9.52
0.12,1.0,0.21,0.94,3.02,10.48,9.51
0.05,1.0,0.1,0.33,3.67,10.36,9.5
0.08,0.89,0.15,1.0,1.67,10.21,9.47
0.01,1.0,0.02,0.33,4.09,10.1,9.45
0.02,1.0,0.04,0.42,6.14,10.03,9.44
0.0,0.0,0.0,0.0,12.69,10.08,9.45
0.03,1.0,0.06,1.0,4.24,9.98,9.44
0.07,1.0,0.13,0.9,7.54,9.94,9.43
0.01,1.0,0.02,0.17,5.85,9.87,8.9
0.02,0.67,0.04,0.04,9.04,9.86,9.04
0.0,0.0,0.0,0.0,10.74,9.87,9.24
0.04,0.5,0.07,0.05,8.97,9.86,9.04
0.05,0.83,0.09,0.7,7.05,9.82,9.01
0.0,0.0,0.0,0.0,3.06,9.72,8.97
0.07,0.7,0.13,0.79,4.92,9.64,8.67
0.01,1.0,0.02,0.02,4.76,9.57,8.38
0.01,1.0,0.02,0.5,7.22,9.54,8.16
0.09,1.0,0.17,0.14,9.4,9.54,8.38
0.03,0.75,0.06,0.3,5.84,9.49,8.16
0.01,1.0,0.02,1.0,10.42,9.5,8.38
0.01,1.0,0.02,0.33,7.22,9.47,8.16
0.04,1.0,0.08,0.34,4.1,9.4,7.95
0.01,1.0,0.02,1.0,2.35,9.3,7.82
0.02,0.67,0.04,1.0,3.95,9.24,7.68
0.01,1.0,0.02,1.0,1.79,9.14,7.61
0.03,1.0,0.06,0.06,5.22,9.09,7.54
0.01,1.0,0.02,0.01,15.65,9.17,7.61
0.03,1.0,0.06,0.92,2.13,9.09,7.54
0.02,0.29,0.04,0.04,7.74,9.07,7.61
0.05,1.0,0.1,1.0,6.28,9.04,7.54
0.03,0.75,0.06,1.0,5.17,8.99,7.46
0.0,0.0,0.0,0.0,5.34,8.95,7.37
0.01,1.0,0.02,0.5,4.43,8.89,7.3
0.01,0.33,0.02,0.02,5.02,8.85,7.22
0.04,1.0,0.08,0.23,6.09,8.82,7.22
0.05,0.83,0.09,0.04,3.98,8.76,7.22
0.01,1.0,0.02,1.0,0.56,8.67,7.14
0.01,1.0,0.02,0.02,2.52,8.6,7.05
0.01,0.2,0.02,0.05,4.03,8.55,6.95
0.07,1.0,0.13,1.0,5.46,8.52,6.86
0.09,1.0,0.17,0.69,1.97,8.45,6.79
0.01,1.0,0.02,0.03,21.54,8.59,6.86
0.0,0.0,0.0,0.0,6.55,8.57,6.79
0.0,0.0,0.0,0.0,3.77,8.52,6.72
0.0,0.0,0.0,0.0,2.39,8.46,6.64
0.05,1.0,0.1,0.36,2.82,8.4,6.55
0.07,0.41,0.12,0.28,10.41,8.42,6.64
