precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.2,1.0,0.33,0.5,1.95,8.47,7.76
0.7,0.32,0.44,0.77,4.71,8.38,7.43
0.5,1.0,0.67,0.69,15.9,8.55,7.76
0.1,1.0,0.18,1.0,1.49,8.39,7.43
0.1,1.0,0.18,0.33,6.72,8.35,7.38
0.0,0.0,0.0,0.0,4.29,8.26,7.33
0.1,1.0,0.18,1.0,9.89,8.3,7.38
0.0,0.0,0.0,0.0,9.02,8.31,7.43
0.0,0.0,0.0,0.0,3.06,8.2,7.38
0.4,0.5,0.44,0.88,6.24,8.16,7.33
0.2,0.67,0.31,0.27,12.73,8.25,7.38
0.0,0.0,0.0,0.0,8.9,8.27,7.43
0.3,0.6,0.4,0.36,4.42,8.19,7.38
0.0,0.0,0.0,0.0,9.62,8.22,7.43
0.6,0.5,0.55,0.54,1.99,8.11,7.38
0.0,0.0,0.0,0.0,2.93,8.01,7.33
0.4,0.44,0.42,0.75,1.3,7.89,7.31
0.1,1.0,0.18,0.12,3.1,7.81,7.28
0.2,1.0,0.33,1.0,4.68,7.75,7.0
0.0,0.0,0.0,0.0,9.86,7.79,7.28
0.3,1.0,0.46,1.0,3.0,7.71,7.0
0.4,0.57,0.47,0.59,5.52,7.67,6.72
0.0,0.0,0.0,0.0,4.83,7.63,6.59
0.0,0.0,0.0,0.0,6.32,7.61,6.45
0.0,0.0,0.0,0.0,8.93,7.63,6.59
0.3,0.38,0.33,0.39,7.9,7.63,6.72
0.3,0.5,0.37,0.7,5.66,7.6,6.59
0.0,0.0,0.0,0.0,2.24,7.52,6.45
0.7,0.7,0.7,0.8,3.55,7.46,6.38
0.1,1.0,0.18,0.33,3.0,7.4,6.32
0.1,1.0,0.18,1.0,3.71,7.35,6.28
0.2,0.22,0.21,0.27,4.91,7.31,6.24
0.0,0.0,0.0,0.0,4.32,7.27,6.1
0.1,1.0,0.18,0.5,8.21,7.28,6.24
0.1,1.0,0.18,0.5,5.47,7.26,6.1
0.0,0.0,0.0,0.0,3.02,7.2,5.96
0.1,1.0,0.18,0.5,1.89,7.13,5.89
0.2,0.67,0.31,0.83,2.93,7.08,5.81
0.1,1.0,0.18,1.0,1.38,7.0,5.74
0.0,0.0,0.0,0.0,4.03,6.97,5.66
0.0,0.0,0.0,0.0,11.58,7.02,5.74
0.3,1.0,0.46,1.0,1.62,6.96,5.66
0.1,0.14,0.12,1.0,5.73,6.94,5.7
0.0,0.0,0.0,0.0,4.94,6.92,5.66
0.3,0.75,0.43,0.79,3.9,6.88,5.59
0.0,0.0,0.0,0.0,4.06,6.85,5.53
0.1,1.0,0.18,1.0,3.01,6.8,5.53
0.1,0.33,0.15,0.12,3.98,6.77,5.52
0.0,0.0,0.0,0.0,4.77,6.75,5.5
0.0,0.0,0.0,0.0,3.11,6.71,5.47
0.1,1.0,0.18,1.0,0.48,6.64,5.47
0.0,0.0,0.0,0.0,2.21,6.59,5.47
0.1,0.2,0.13,0.2,3.28,6.55,5.4
0.7,1.0,0.82,0.91,4.13,6.53,5.34
0.6,0.67,0.63,0.52,1.57,6.48,5.14
0.0,0.0,0.0,0.0,17.07,6.59,5.34
0.0,0.0,0.0,0.0,5.2,6.57,5.27
0.0,0.0,0.0,0.0,3.07,6.54,5.2
0.0,0.0,0.0,0.0,2.03,6.49,5.07
0.3,0.6,0.4,0.33,2.32,6.45,4.94
0.5,0.29,0.37,0.61,8.62,6.47,5.07
