precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.03,1.0,0.06,0.06,4.83,8.67,7.43
0.01,1.0,0.02,0.01,14.53,8.75,7.46
0.03,1.0,0.06,0.92,1.99,8.66,7.43
0.02,0.29,0.04,0.04,6.92,8.64,7.36
0.0,0.0,0.0,0.0,5.79,8.61,7.29
0.03,0.75,0.06,1.0,4.75,8.56,7.11
0.0,0.0,0.0,0.0,4.8,8.52,6.92
0.01,1.0,0.02,0.5,3.44,8.46,6.67
0.01,0.33,0.02,0.02,4.38,8.41,6.41
0.0,0.0,0.0,0.0,5.38,8.38,6.41
0.05,0.83,0.09,0.04,3.95,8.33,6.4
0.01,1.0,0.02,1.0,0.48,8.24,6.33
0.01,1.0,0.02,0.02,2.42,8.18,6.26
0.01,0.2,0.02,0.05,3.53,8.12,6.24
0.07,1.0,0.13,1.0,5.08,8.09,6.22
0.09,1.0,0.17,0.69,1.77,8.02,6.22
0.01,1.0,0.02,0.03,19.0,8.14,6.22
0.0,0.0,0.0,0.0,5.85,8.12,6.22
0.0,0.0,0.0,0.0,3.22,8.07,6.22
0.0,0.0,0.0,0.0,2.14,8.01,6.17
0.05,1.0,0.1,0.36,2.47,7.95,6.13
0.07,0.41,0.12,0.28,9.41,7.96,6.17
