precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.02,0.12,0.03,0.08,9.57,10.12,9.33
0.1,0.83,0.18,0.7,7.17,10.08,9.33
0.0,0.0,0.0,0.0,2.88,9.97,9.32
0.14,0.7,0.23,0.79,4.82,9.89,9.29
0.0,0.0,0.0,0.0,4.21,9.81,9.25
0.02,1.0,0.04,0.5,4.69,9.74,8.75
0.1,0.56,0.17,0.11,6.92,9.7,8.25
0.06,0.75,0.11,0.3,5.6,9.64,8.07
0.02,1.0,0.04,1.0,10.13,9.65,8.25
0.02,1.0,0.04,0.33,6.97,9.61,8.07
0.0,0.0,0.0,0.0,3.78,9.54,7.89
0.02,1.0,0.04,1.0,2.46,9.44,7.84
0.04,0.67,0.08,1.0,3.79,9.37,7.8
0.02,1.0,0.04,1.0,1.82,9.27,7.65
0.06,1.0,0.11,0.06,5.27,9.22,7.51
0.0,0.0,0.0,0.0,16.47,9.31,7.65
0.06,1.0,0.11,0.92,2.14,9.22,7.51
0.04,0.29,0.07,0.04,7.79,9.21,7.65
0.0,0.0,0.0,0.0,7.45,9.18,7.51
0.06,0.75,0.11,1.0,6.9,9.16,7.48
0.0,0.0,0.0,0.0,10.13,9.17,7.51
0.02,1.0,0.04,0.5,4.59,9.12,7.48
0.0,0.0,0.0,0.0,5.26,9.07,7.45
0.0,0.0,0.0,0.0,6.44,9.04,7.38
0.02,0.17,0.04,0.02,4.46,8.99,7.3
0.02,1.0,0.04,1.0,0.53,8.9,7.27
0.02,1.0,0.04,0.02,2.93,8.83,7.24
0.02,0.2,0.04,0.05,3.88,8.78,7.2
0.14,1.0,0.25,1.0,7.45,8.76,7.24
0.18,1.0,0.31,0.69,1.99,8.69,7.2
0.02,1.0,0.04,0.03,21.12,8.82,7.24
0.0,0.0,0.0,0.0,6.57,8.8,7.2
0.0,0.0,0.0,0.0,3.62,8.74,7.17
0.0,0.0,0.0,0.0,2.45,8.68,7.07
0.1,1.0,0.18,0.36,2.78,8.62,6.97
0.12,0.35,0.18,0.31,10.31,8.64,7.07
