precision,recall,f_measure,average_precision,query_time,average_query_time,median_query_time
0.03,1.0,0.06,0.81,2.7,3.64,3.14
0.03,1.0,0.06,0.4,4.2,3.65,3.18
0.05,1.0,0.1,0.64,3.03,3.64,3.14
0.03,1.0,0.06,0.28,2.83,3.62,3.1
0.12,1.0,0.21,0.84,0.2,3.56,3.06
0.05,1.0,0.1,0.27,2.06,3.53,3.03
0.08,0.89,0.15,0.88,0.17,3.47,3.01
0.01,1.0,0.02,1.0,0.85,3.42,3.0
0.02,1.0,0.04,1.0,1.62,3.39,2.92
0.0,0.0,0.0,0.0,3.02,3.39,3.0
0.03,1.0,0.06,0.81,0.94,3.35,2.92
0.07,1.0,0.13,0.94,0.6,3.3,2.83
0.01,1.0,0.02,0.5,2.45,3.29,2.82
0.03,1.0,0.06,0.04,2.83,3.28,2.83
0.01,1.0,0.02,0.05,2.27,3.26,2.82
0.08,1.0,0.15,0.45,2.76,3.26,2.82
0.05,0.83,0.09,0.65,0.87,3.22,2.79
0.01,0.33,0.02,0.02,2.62,3.21,2.76
0.1,1.0,0.18,0.75,1.03,3.18,2.75
0.01,1.0,0.02,1.0,2.22,3.17,2.74
0.01,1.0,0.02,1.0,1.01,3.13,2.73
0.09,1.0,0.17,0.62,0.91,3.1,2.71
0.04,1.0,0.08,0.21,2.75,3.1,2.73
0.01,1.0,0.02,1.0,3.86,3.11,2.74
0.01,1.0,0.02,1.0,1.6,3.09,2.73
0.04,1.0,0.08,0.64,1.54,3.07,2.71
0.01,1.0,0.02,1.0,0.49,3.03,2.71
0.03,1.0,0.06,0.68,2.08,3.02,2.71
0.01,1.0,0.02,1.0,0.42,2.99,2.7
0.03,1.0,0.06,0.32,2.48,2.98,2.7
0.01,1.0,0.02,0.03,5.82,3.02,2.7
0.03,1.0,0.06,1.0,1.71,3.0,2.7
0.05,0.71,0.09,0.29,3.03,3.0,2.7
0.05,1.0,0.1,0.75,2.73,3.0,2.71
0.03,0.75,0.06,0.92,1.92,2.98,2.7
0.01,0.33,0.02,0.02,1.06,2.96,2.7
0.01,1.0,0.02,1.0,2.44,2.96,2.68
0.01,0.33,0.02,1.0,1.84,2.94,2.65
0.02,0.5,0.04,0.6,2.1,2.93,2.64
0.06,1.0,0.11,0.24,1.28,2.92,2.62
0.01,1.0,0.02,1.0,0.05,2.88,2.61
0.01,1.0,0.02,0.05,0.29,2.86,2.59
0.05,1.0,0.1,0.31,0.87,2.83,2.54
0.07,1.0,0.13,0.98,3.99,2.85,2.59
0.06,0.67,0.11,0.38,1.2,2.83,2.54
0.01,1.0,0.02,1.0,6.1,2.86,2.59
0.01,1.0,0.02,0.12,1.26,2.85,2.54
0.0,0.0,0.0,0.0,1.95,2.84,2.48
0.02,1.0,0.04,0.06,1.48,2.82,2.46
0.05,1.0,0.1,0.59,1.18,2.81,2.45
0.17,1.0,0.29,0.8,4.97,2.83,2.46
